ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Skill Moves,Position,Joined,Height,Weight,release_c,Age_Group
173673,s. quinn,32,republic of ireland,67,67,burton albion,575.0,4,left,1.0,3.0,cdm,2018,5.5,132.0,1000.0,30-36
173731,g. bale,28,wales,88,88,real madrid,60000.0,355,left,4.0,4.0,st,2013,6.083333333,181.0,123000.0,20-30
173735,n. taylor,29,wales,70,70,aston villa,1300.0,11,left,2.0,3.0,lb,2017,5.75,165.0,2600.0,20-30
173771,l. piszczek,33,poland,81,81,borussia dortmund,7000.0,57,right,3.0,2.0,rb,2010,6.0,174.0,11900.0,30-36
173818,adrián,30,spain,77,77,fc porto,8500.0,16,right,2.0,3.0,st,2014,6.0,161.0,17000.0,20-30
173891,l. akins,29,england,67,67,burton albion,750.0,5,right,1.0,3.0,rb,2014,5.833333333,174.0,1300.0,20-30
174013,olmo,33,spain,68,68,cf reus deportiu,375.0,4,left,1.0,2.0,lcb,2016,5.833333333,181.0,581.0,30-36
174381,c. riveros,35,paraguay,76,76,,,0,right,1.0,3.0,cam,2016,5.833333333,163.0,4585.060806,30-36
174543,c. bravo,35,chile,78,78,manchester city,2400.0,50,right,3.0,1.0,gk,2016,6.0,176.0,4500.0,30-36
174754,g. torres,29,panama,70,70,cd huachipato,1800.0,4,right,1.0,3.0,rs,2018,5.916666667,165.0,2400.0,20-30
175254,f. caicedo,29,ecuador,77,77,lazio,9000.0,51,left,2.0,3.0,st,2017,6.0,181.0,15300.0,20-30
175393,j. arce,33,bolivia,68,68,,,0,left,1.0,3.0,cam,2016,5.75,154.0,4585.060806,30-36
175608,a. fathi,33,egypt,70,70,,,0,right,2.0,3.0,rb,2016,5.75,168.0,4585.060806,30-36
175789,b. bjarnason,30,iceland,70,70,aston villa,1600.0,11,right,2.0,3.0,lm,2017,6.0,170.0,3100.0,20-30
175851,tomané,25,portugal,69,72,cd tondela,1300.0,3,right,1.0,2.0,st,2017,6.083333333,196.0,2900.0,20-30
175962,n. bungert,31,germany,73,73,1. fsv mainz 05,2700.0,20,right,2.0,2.0,cb,2008,6.166666667,165.0,4900.0,30-36
176266,lucas leiva,31,brazil,83,83,lazio,17500.0,64,right,3.0,3.0,ldm,2017,5.833333333,172.0,29800.0,30-36
176580,l. suárez,31,uruguay,91,91,fc barcelona,80000.0,455,right,5.0,3.0,rs,2014,6.0,190.0,164000.0,30-36
176635,m. özil,29,germany,86,86,arsenal,43500.0,190,left,4.0,4.0,cam,2013,5.916666667,168.0,82700.0,20-30
176676,marcelo,30,brazil,88,88,real madrid,43000.0,285,left,4.0,5.0,lb,2007,5.75,176.0,88200.0,20-30
176895,m. pinto,34,chile,68,68,cd o'higgins,375.0,2,right,1.0,1.0,gk,2016,6.0,174.0,506.0,30-36
176901,h. droguett,35,chile,72,72,cd universidad de concepción,1400.0,3,left,1.0,3.0,cam,2017,5.666666667,154.0,1900.0,30-36
176902,l. figueroa,35,chile,70,70,cd universidad de concepción,775.0,2,right,1.0,3.0,rm,2018,5.833333333,170.0,1100.0,30-36
176942,m. lustig,31,sweden,71,71,celtic,1600.0,28,right,2.0,3.0,rb,2012,6.166666667,172.0,2800.0,30-36
176944,m. fellaini,30,belgium,79,79,manchester united,11500.0,120,right,3.0,3.0,cm,2013,6.333333333,187.0,21300.0,20-30
177003,l. modrić,32,croatia,91,91,real madrid,67000.0,420,right,4.0,4.0,rcm,2012,5.666666667,146.0,137400.0,30-36
177083,r. strauß,31,germany,69,69,1. fc heidenheim 1846,700.0,6,right,1.0,3.0,rb,2012,5.75,154.0,1100.0,30-36
177149,b. jokič,32,slovenia,75,75,,,0,left,1.0,2.0,lb,2016,5.75,170.0,4585.060806,30-36
177159,f. johnson,30,united states,77,77,borussia mönchengladbach,8500.0,29,right,2.0,3.0,lm,2014,6.0,163.0,14500.0,20-30
177294,d. furman,30,south africa,67,67,,,0,right,1.0,3.0,ldm,2016,6.0,161.0,4585.060806,20-30
177373,l. nielsen,30,denmark,70,70,malmö ff,1300.0,4,right,1.0,2.0,rcb,2017,6.083333333,163.0,1700.0,20-30
177413,a. witsel,29,belgium,84,84,borussia dortmund,24000.0,77,right,3.0,4.0,lcm,2018,6.166666667,179.0,40800.0,20-30
177457,l. bender,29,germany,83,83,bayer 04 leverkusen,20000.0,82,right,3.0,2.0,rb,2009,6.083333333,179.0,34000.0,20-30
177458,s. bender,29,germany,81,81,bayer 04 leverkusen,14000.0,69,right,2.0,2.0,lcb,2017,6.083333333,176.0,23800.0,20-30
177475,t. sippel,30,germany,74,74,borussia mönchengladbach,3600.0,17,right,1.0,1.0,gk,2015,6.0,172.0,6100.0,20-30
177508,p. klandt,34,germany,69,69,1. fc nürnberg,425.0,8,right,1.0,1.0,gk,2018,6.0,179.0,765.0,30-36
177509,m. benatia,31,morocco,86,86,juventus,30000.0,160,right,3.0,2.0,cb,2014,6.166666667,207.0,49500.0,30-36
177522,suso santana,33,spain,71,71,cd tenerife,1400.0,7,right,1.0,4.0,rm,2012,5.666666667,137.0,2300.0,30-36
177604,nacho monreal,32,spain,80,80,arsenal,8000.0,99,left,2.0,3.0,lb,2013,5.833333333,159.0,15200.0,30-36
177610,javi martínez,29,spain,83,83,fc bayern münchen,20000.0,94,right,3.0,2.0,cdm,2012,6.333333333,190.0,33000.0,20-30
177644,kiko casilla,31,spain,79,79,real madrid,7500.0,105,right,2.0,1.0,gk,2015,6.25,190.0,15400.0,30-36
177683,y. sommer,29,switzerland,83,84,borussia mönchengladbach,20000.0,35,right,3.0,1.0,gk,2014,6.0,174.0,35500.0,20-30
177692,m. jones,30,england,63,63,carlisle united,350.0,3,right,1.0,3.0,lcm,2016,6.0,172.0,613.0,20-30
177761,p. edwards,32,england,58,58,bury,70.0,2,right,1.0,2.0,rwb,2017,5.666666667,157.0,123.0,30-36
177766,g. bong,30,cameroon,74,74,brighton & hove albion,4100.0,35,left,1.0,3.0,lb,2015,6.166666667,163.0,7700.0,20-30
177981,f. tissone,31,argentina,73,73,cd nacional,2700.0,9,right,2.0,3.0,cdm,2018,5.916666667,176.0,5700.0,30-36
178032,r. brégerie,31,france,71,71,1. fc magdeburg,1600.0,15,right,1.0,2.0,cb,2016,6.25,198.0,4585.060806,30-36
178088,juan mata,30,spain,83,83,manchester united,24500.0,160,left,3.0,4.0,rm,2014,5.583333333,139.0,45300.0,20-30
178171,sergio sánchez,32,spain,72,72,cádiz cf,1800.0,7,right,1.0,2.0,rcb,2018,6.083333333,172.0,2900.0,30-36
178249,j. kembo-ekoko,30,dr congo,74,74,bursaspor,5500.0,18,right,1.0,3.0,rw,2017,5.833333333,172.0,11000.0,20-30
178421,c. cortés,34,chile,68,68,cd palestino,450.0,2,left,1.0,3.0,lw,2018,5.833333333,152.0,608.0,30-36
178509,o. giroud,31,france,82,82,chelsea,20000.0,140,left,3.0,3.0,,2018,6.333333333,203.0,37000.0,30-36
178518,r. nainggolan,30,belgium,85,85,inter,35500.0,105,right,3.0,3.0,cam,2018,5.75,170.0,60400.0,20-30
178562,e. banega,30,argentina,84,84,sevilla fc,29000.0,31,right,3.0,4.0,cdm,2017,5.75,157.0,60900.0,20-30
178603,m. hummels,29,germany,88,88,fc bayern münchen,46000.0,160,right,4.0,3.0,lcb,2016,6.25,203.0,75900.0,20-30
178766,b. mitrev,31,bulgaria,67,67,,,0,right,1.0,1.0,gk,2016,6.0,163.0,4585.060806,30-36
179515,t. mykhalyk,34,ukraine,74,74,lokomotiv moscow,1700.0,1,right,2.0,2.0,cb,2013,6.0,183.0,3600.0,30-36
179544,y. mulumbu,31,dr congo,72,72,celtic,2100.0,32,right,2.0,3.0,cdm,2018,5.75,168.0,3800.0,30-36
179633,s. rieks,31,denmark,72,72,malmö ff,2700.0,6,right,1.0,3.0,lwb,2018,6.083333333,165.0,3500.0,30-36
179645,s. kjær,29,denmark,81,81,sevilla fc,14000.0,23,right,3.0,2.0,rcb,2017,6.166666667,185.0,29400.0,20-30
179665,a. pilkington,30,republic of ireland,68,68,cardiff city,875.0,19,right,1.0,3.0,st,2014,5.916666667,179.0,1800.0,20-30
179746,s. vokes,28,wales,76,76,burnley,8000.0,55,right,1.0,2.0,st,2012,6.166666667,198.0,15200.0,20-30
179784,b. höwedes,30,germany,81,81,lokomotiv moscow,13000.0,1,right,3.0,2.0,rcb,2018,6.166666667,170.0,27300.0,20-30
179813,e. cavani,31,uruguay,89,89,paris saint-germain,60000.0,200,right,4.0,3.0,ls,2013,6.083333333,170.0,111000.0,30-36
179846,s. khedira,31,germany,85,85,juventus,33000.0,160,right,3.0,2.0,rcm,2015,6.166666667,198.0,54500.0,30-36
179847,f. fazio,31,argentina,82,82,roma,15000.0,73,right,3.0,2.0,,2017,6.416666667,187.0,25500.0,30-36
179855,j. beckford,34,jamaica,66,66,bury,350.0,5,right,1.0,2.0,st,2017,6.166666667,183.0,613.0,30-36
179897,r. sigurðsson,32,iceland,73,73,,,0,right,1.0,2.0,lcb,2016,6.166666667,170.0,4585.060806,30-36
179944,david luiz,31,brazil,83,83,chelsea,17500.0,130,right,4.0,3.0,lcb,2016,6.166666667,190.0,32400.0,30-36
180206,m. pjanić,28,bosnia herzegovina,86,86,juventus,44000.0,180,right,3.0,3.0,cdm,2016,5.833333333,159.0,72600.0,20-30
180403,willian,29,brazil,84,84,chelsea,,175,right,3.0,4.0,rw,2013,5.75,172.0,56400.0,20-30
180593,iriome,31,spain,70,70,cd lugo,1600.0,6,right,1.0,3.0,rm,2014,6.083333333,174.0,2500.0,30-36
180714,guilherme,32,russia,78,78,lokomotiv moscow,6000.0,1,right,2.0,1.0,gk,2007,6.416666667,209.0,12600.0,30-36
180726,m. mckay,35,australia,65,65,brisbane roar,130.0,1,left,1.0,2.0,cdm,2013,5.583333333,143.0,163.0,30-36
180819,a. lallana,30,england,80,80,liverpool,13500.0,110,right,3.0,4.0,cm,2014,5.833333333,161.0,25700.0,20-30
180903,j. o'shea,29,republic of ireland,65,65,bury,525.0,5,right,1.0,3.0,rcm,2017,6.0,154.0,919.0,20-30
180930,e. džeko,32,bosnia herzegovina,85,85,roma,30500.0,115,right,3.0,2.0,st,2015,6.333333333,185.0,51900.0,30-36
181015,b. kennedy,31,australia,56,56,central coast mariners,50.0,1,right,1.0,1.0,gk,2017,6.166666667,183.0,63.0,30-36
181149,a. hainault,32,canada,66,66,1. fc kaiserslautern,375.0,2,right,1.0,2.0,lcb,2018,6.0,176.0,544.0,30-36
181262,m. suchý,30,czech republic,77,77,fc basel 1893,6500.0,26,right,1.0,2.0,cb,2014,6.0,185.0,9800.0,20-30
181291,g. wijnaldum,27,netherlands,82,82,liverpool,23000.0,130,right,3.0,4.0,,2016,5.75,152.0,43700.0,20-30
181375,m. martins,31,bolivia,73,73,,,0,right,2.0,3.0,rs,2016,6.166666667,181.0,4585.060806,30-36
181445,r. bengtsson,32,sweden,73,73,malmö ff,2300.0,6,right,1.0,2.0,cb,2015,6.083333333,176.0,3000.0,30-36
181458,i. perišić,29,croatia,85,85,inter,37500.0,110,right,3.0,4.0,lm,2015,6.083333333,176.0,63800.0,20-30
181483,m. jedinák,33,australia,73,73,aston villa,1600.0,15,right,1.0,2.0,cdm,2016,6.166666667,172.0,3100.0,30-36
181725,g. deegan,30,republic of ireland,64,64,cambridge united,325.0,3,right,1.0,2.0,rdm,2017,5.75,165.0,569.0,20-30
181783,m. mandžukić,32,croatia,84,84,juventus,,160,right,3.0,3.0,st,2015,6.25,187.0,41300.0,30-36
181786,v. ćorluka,32,croatia,82,82,lokomotiv moscow,12500.0,1,right,3.0,3.0,,2012,6.333333333,185.0,26300.0,30-36
181795,f. kudryashov,31,russia,73,73,,,0,left,1.0,2.0,lcb,2016,5.916666667,179.0,4585.060806,30-36
181820,s. jovetić,28,montenegro,79,79,as monaco,13000.0,79,right,3.0,3.0,st,2017,6.0,174.0,24700.0,20-30
181872,a. vidal,31,chile,85,85,fc barcelona,26000.0,205,right,4.0,3.0,cam,2018,5.916666667,165.0,53300.0,30-36
181872,a. vidal,31,chile,85,85,fc barcelona,26000.0,205,right,4.0,3.0,cam,2018,5.916666667,165.0,53300.0,30-36
182168,a. ranocchia,30,italy,76,76,inter,5500.0,47,right,2.0,2.0,cb,2010,6.416666667,179.0,9400.0,20-30
182184,d. stephens,29,england,76,76,brighton & hove albion,7500.0,46,right,1.0,3.0,rcm,2014,6.083333333,157.0,3800.0,20-30
182374,du zhenyu,35,china pr,62,62,changchun yatai fc,130.0,2,left,1.0,3.0,lm,2015,5.75,154.0,280.0,30-36
182387,zhang xiaofei,35,china pr,63,63,changchun yatai fc,80.0,2,left,1.0,2.0,lb,2009,5.833333333,163.0,172.0,30-36
182495,m. cáceres,31,uruguay,78,78,lazio,,44,right,2.0,2.0,lcb,2018,5.916666667,172.0,11900.0,30-36
182521,t. kroos,28,germany,90,90,real madrid,76500.0,355,right,4.0,3.0,lcm,2014,6.0,168.0,156800.0,20-30
182579,v. cáceres,33,paraguay,75,75,,,0,right,1.0,3.0,rdm,2016,6.083333333,181.0,4585.060806,30-36
182743,t. kirschbaum,31,germany,69,69,bayer 04 leverkusen,650.0,17,left,1.0,1.0,gk,2018,6.416666667,201.0,1100.0,30-36
182761,a. legzdins,31,england,64,64,burnley,270.0,8,right,1.0,1.0,gk,2017,6.25,198.0,513.0,30-36
182862,m. pereira,34,uruguay,77,77,fc porto,2500.0,13,right,3.0,2.0,rb,2015,5.666666667,161.0,5000.0,30-36
182879,b. dzsudzsák,31,hungary,76,76,,,0,left,3.0,4.0,rw,2016,5.833333333,159.0,4585.060806,30-36
182949,wang shouting,32,china pr,62,62,changchun yatai fc,170.0,3,right,1.0,2.0,cdm,2016,6.083333333,181.0,4585.060806,30-36
183024,fan xiaodong,31,china pr,64,64,changchun yatai fc,375.0,3,left,1.0,2.0,lwb,2016,5.833333333,161.0,806.0,30-36
183025,m. simon,32,australia,62,62,central coast mariners,240.0,1,right,1.0,2.0,st,2018,6.166666667,172.0,300.0,30-36
183070,w. hesl,32,germany,61,61,1. fc kaiserslautern,140.0,1,left,1.0,1.0,gk,2018,6.083333333,192.0,203.0,30-36
183122,b. sævarsson,33,iceland,66,66,,,0,right,1.0,2.0,rb,2016,6.166666667,163.0,4585.060806,30-36
183142,k. etuhu,30,nigeria,61,61,carlisle united,230.0,2,right,1.0,2.0,cm,2017,6.083333333,157.0,403.0,20-30
183160,cris,34,portugal,66,66,cd feirense,200.0,3,right,1.0,2.0,rdm,2011,5.833333333,159.0,420.0,30-36
183187,v. stocker,29,switzerland,73,73,fc basel 1893,3900.0,22,left,2.0,3.0,lm,2018,5.833333333,161.0,5900.0,20-30
183256,h. saivet,27,senegal,73,73,bursaspor,4100.0,36,right,2.0,3.0,cm,2016,5.75,168.0,4585.060806,20-30
183277,e. hazard,27,belgium,91,91,chelsea,93000.0,340,right,4.0,4.0,lf,2012,5.666666667,163.0,172100.0,20-30
183284,a. chedjou,33,cameroon,74,74,bursaspor,2300.0,20,right,3.0,3.0,rcb,2016,6.0,170.0,4585.060806,30-36
183346,f. frei,29,switzerland,75,75,fc basel 1893,5000.0,24,right,1.0,3.0,rdm,2018,6.0,176.0,7500.0,20-30
183382,g. mandjeck,29,cameroon,69,69,,,0,right,1.0,2.0,lcm,2016,6.083333333,170.0,4585.060806,20-30
183389,g. sio,29,ivory coast,77,77,,,0,left,2.0,3.0,st,2016,5.916666667,176.0,4585.060806,20-30
183427,f. delph,28,england,80,80,manchester city,11500.0,120,left,2.0,3.0,lb,2015,5.75,172.0,21300.0,20-30
183454,e. pisano,31,italy,69,69,bristol city,700.0,18,right,1.0,3.0,rb,2017,6.083333333,183.0,1300.0,30-36
183498,m. parolo,33,italy,82,82,lazio,9000.0,59,right,2.0,3.0,,2014,6.0,165.0,15300.0,30-36
183520,fran mérida,28,spain,72,73,ca osasuna,2800.0,8,left,1.0,3.0,cdm,2016,5.833333333,163.0,4700.0,20-30
183526,n. el zhar,31,morocco,76,76,cd leganés,7000.0,28,right,1.0,4.0,rm,2017,5.583333333,146.0,14700.0,30-36
183565,a. feick,30,germany,70,70,1. fc heidenheim 1846,1300.0,7,left,1.0,2.0,lb,2015,5.833333333,174.0,2000.0,20-30
183569,e. choupo-moting,29,cameroon,77,77,paris saint-germain,9000.0,75,right,2.0,4.0,st,2018,6.25,201.0,16700.0,20-30
183573,n. theuerkauf,31,germany,69,69,1. fc heidenheim 1846,700.0,6,left,1.0,2.0,lb,2015,6.0,176.0,1100.0,30-36
183711,j. henderson,28,england,82,82,liverpool,18000.0,125,right,2.0,3.0,,2011,6.0,176.0,34200.0,20-30
183714,s. terodde,30,germany,76,76,1. fc köln,7500.0,23,right,2.0,3.0,ls,2018,6.333333333,183.0,3800.0,20-30
183795,g. margreitter,29,austria,74,74,1. fc nürnberg,4400.0,20,right,1.0,2.0,rcb,2015,6.083333333,187.0,7900.0,20-30
183823,héctor verdés,34,spain,67,67,cf rayo majadahonda,230.0,3,right,1.0,2.0,cb,2018,6.083333333,176.0,357.0,30-36
183831,a. dona ndoh,32,cameroon,70,70,chamois niortais football club,1400.0,5,right,1.0,3.0,st,2014,6.083333333,176.0,2500.0,30-36
183892,g. mercado,31,argentina,79,79,sevilla fc,8500.0,19,right,1.0,2.0,rcb,2016,5.916666667,183.0,17900.0,30-36
183898,a. di maría,30,argentina,84,84,paris saint-germain,29500.0,125,left,4.0,5.0,rm,2015,5.916666667,152.0,54600.0,20-30
183900,d. perotti,29,argentina,81,81,roma,17500.0,84,right,3.0,4.0,lw,2016,5.833333333,154.0,29800.0,20-30
183907,j. boateng,29,germany,85,85,fc bayern münchen,30000.0,115,right,4.0,2.0,rcb,2011,6.333333333,198.0,49500.0,20-30
183909,i. traoré,30,guinea,79,79,borussia mönchengladbach,12000.0,34,left,2.0,4.0,rm,2014,5.583333333,134.0,20400.0,20-30
184040,m. hansen,28,denmark,69,72,fc basel 1893,925.0,10,right,1.0,1.0,gk,2018,6.166666667,187.0,1500.0,20-30
184142,marco soares,34,cape verde,67,67,cd feirense,230.0,4,right,2.0,2.0,cdm,2018,6.0,176.0,483.0,30-36
184218,l. vibe,31,denmark,71,71,changchun yatai fc,2100.0,9,right,1.0,3.0,st,2018,5.916666667,161.0,4600.0,30-36
184267,y. brahimi,28,algeria,85,85,fc porto,39000.0,28,right,3.0,4.0,lm,2014,5.75,146.0,78000.0,20-30
184344,l. bonucci,31,italy,86,86,juventus,30000.0,160,right,3.0,2.0,rcb,2018,6.25,187.0,49500.0,30-36
184392,m. darmian,28,italy,76,76,manchester united,6000.0,88,right,2.0,3.0,lb,2015,6.0,154.0,11100.0,20-30
184432,azpilicueta,28,spain,86,86,chelsea,35000.0,175,right,3.0,2.0,rb,2012,5.833333333,168.0,64800.0,20-30
184436,a. smithies,28,england,73,75,cardiff city,3300.0,28,right,1.0,1.0,gk,2018,6.166666667,194.0,6900.0,20-30
184457,r. van wolfswinkel,29,netherlands,74,74,fc basel 1893,5500.0,26,right,,3.0,rm,2017,6.083333333,154.0,8300.0,20-30
184469,h. arter,28,republic of ireland,75,75,cardiff city,6500.0,55,left,1.0,3.0,cm,2016,5.75,154.0,4585.060806,20-30
184501,m. lang,27,switzerland,77,78,borussia mönchengladbach,8000.0,26,right,1.0,3.0,rb,2018,6.083333333,174.0,14200.0,20-30
184707,g. madine,27,england,69,69,cardiff city,1100.0,22,right,1.0,2.0,st,2018,6.25,165.0,2200.0,20-30
184726,j. partington,28,wales,61,61,bristol rovers,200.0,2,right,1.0,2.0,rb,2017,6.166666667,168.0,350.0,20-30
184820,felipe,30,brazil,70,70,cd nacional,1300.0,6,right,1.0,2.0,lcb,2017,6.166666667,185.0,2800.0,20-30
184926,fabiano,30,brazil,73,74,fc porto,3000.0,8,right,1.0,1.0,gk,2012,6.5,201.0,6200.0,20-30
184941,a. sánchez,29,chile,85,85,manchester united,37500.0,215,right,4.0,4.0,rw,2018,5.583333333,163.0,69400.0,20-30
185103,a. kolarov,32,serbia,82,82,roma,12500.0,73,left,2.0,3.0,,2017,6.166666667,183.0,21300.0,30-36
185149,j. koprivec,29,slovenia,68,68,,,0,right,1.0,1.0,gk,2016,6.083333333,179.0,4585.060806,20-30
185195,o. ighalo,29,nigeria,77,77,changchun yatai fc,9000.0,16,right,1.0,4.0,st,2017,6.0,165.0,19400.0,20-30
185239,o. toprak,28,turkey,81,82,borussia dortmund,16000.0,59,right,3.0,2.0,cb,2017,6.083333333,183.0,28400.0,20-30
185427,o. nyland,27,norway,72,74,aston villa,2500.0,11,right,1.0,1.0,gk,2018,6.333333333,198.0,5000.0,20-30
186116,h. lansbury,27,england,71,71,aston villa,2400.0,13,right,1.0,3.0,cm,2017,6.083333333,187.0,4600.0,20-30
186130,j. chester,29,wales,74,74,aston villa,4400.0,18,right,1.0,2.0,cb,2016,5.916666667,174.0,8300.0,20-30
186132,d. drinkwater,28,england,79,79,chelsea,12500.0,110,right,2.0,3.0,cm,2017,5.833333333,179.0,23100.0,20-30
186146,d. welbeck,27,,77,77,arsenal,9500.0,95,right,3.0,3.0,lw,2014,6.083333333,161.0,18100.0,20-30
186153,w. szczęsny,28,poland,85,87,juventus,32000.0,125,right,3.0,1.0,gk,2017,6.416666667,198.0,55200.0,20-30
186200,f. borini,27,italy,76,76,milan,8000.0,76,right,2.0,4.0,lw,2018,5.916666667,163.0,13600.0,20-30
186274,k. rausch,28,russia,73,73,,,0,left,2.0,3.0,lb,2016,6.0,176.0,4585.060806,20-30
186347,m. rybus,28,poland,73,73,lokomotiv moscow,3200.0,1,left,2.0,3.0,lb,2017,5.666666667,165.0,6600.0,20-30
186355,e. conde,35,uruguay,71,71,,,0,right,1.0,1.0,gk,2016,6.166666667,187.0,4585.060806,30-36
186429,r. vasilev,27,bulgaria,67,67,,,0,right,1.0,2.0,st,2016,6.083333333,163.0,4585.060806,20-30
186453,t. hiariej,29,netherlands,70,70,central coast mariners,1400.0,2,right,1.0,3.0,cdm,2017,5.833333333,163.0,1700.0,20-30
186547,m. musacchio,27,argentina,80,80,milan,12500.0,85,right,3.0,3.0,rcb,2017,5.916666667,161.0,21300.0,20-30
186561,a. ramsey,27,wales,82,83,arsenal,25000.0,130,right,3.0,3.0,,2008,6.0,168.0,49400.0,20-30
186569,s. ulreich,29,germany,80,80,fc bayern münchen,10000.0,61,right,2.0,1.0,gk,2015,6.333333333,185.0,16500.0,20-30
186655,j. carvallo,32,peru,68,68,,,0,right,1.0,1.0,gk,2016,6.0,181.0,4585.060806,30-36
186695,e. muñoz,27,argentina,71,73,cd leganés,2300.0,16,right,1.0,2.0,cb,2017,6.083333333,172.0,5000.0,20-30
186748,vítor gomes,30,portugal,72,72,cd aves,2900.0,9,right,1.0,3.0,rcm,2017,6.0,179.0,6000.0,20-30
186783,a. adomah,30,ghana,75,75,aston villa,6500.0,20,right,1.0,4.0,rm,2016,6.0,163.0,12400.0,20-30
186823,pedrinho,33,portugal,65,65,cd aves,210.0,3,right,1.0,2.0,rb,2017,5.833333333,161.0,441.0,30-36
186832,k. asamoah,29,ghana,79,79,inter,9500.0,62,left,2.0,4.0,lb,2018,5.666666667,165.0,16200.0,20-30
186905,a. barnes,28,austria,76,76,burnley,8000.0,55,right,1.0,3.0,st,2014,6.083333333,185.0,15200.0,20-30
186942,i. gündoğan,27,germany,84,84,manchester city,,175,right,3.0,4.0,cm,2016,5.916666667,176.0,59200.0,20-30
187033,s. morrison,27,england,74,76,cardiff city,5500.0,35,right,1.0,2.0,rcb,2014,6.333333333,185.0,11400.0,20-30
187038,b. mokulu,28,dr congo,70,70,carpi,1800.0,3,right,1.0,3.0,rs,2018,6.166666667,187.0,2800.0,20-30
187072,l. stindl,29,germany,81,81,borussia mönchengladbach,18000.0,43,right,2.0,4.0,cf,2015,5.916666667,176.0,30600.0,20-30
187132,c. zambrano,28,peru,76,77,fc basel 1893,7000.0,25,right,2.0,2.0,cb,2018,6.083333333,172.0,11000.0,20-30
187337,g. molins,29,sweden,71,71,malmö ff,2400.0,6,right,1.0,3.0,st,2018,6.083333333,183.0,3100.0,20-30
187347,i. smolnikov,29,russia,79,79,,,0,right,2.0,3.0,rb,2016,5.833333333,154.0,4585.060806,20-30
187415,v. granat,31,russia,72,72,,,0,left,1.0,2.0,cb,2016,6.0,174.0,4585.060806,30-36
187491,f. smolov,28,russia,81,81,lokomotiv moscow,18500.0,1,right,1.0,4.0,st,2018,6.166666667,176.0,38900.0,20-30
187591,p. garcés,33,chile,69,69,cd antofagasta,525.0,2,right,1.0,1.0,gk,2014,5.916666667,170.0,709.0,30-36
187598,rafael tolói,27,brazil,78,80,atalanta,10000.0,27,right,2.0,2.0,rcb,2015,6.083333333,165.0,17800.0,20-30
187607,a. dzyuba,29,russia,78,78,,,0,right,2.0,3.0,st,2016,6.416666667,201.0,4585.060806,20-30
187659,d. tarasov,31,russia,75,75,lokomotiv moscow,4500.0,1,right,1.0,3.0,cdm,2010,6.333333333,185.0,9400.0,30-36
187936,s. nzonzi,29,france,82,82,roma,17000.0,77,right,2.0,2.0,,2018,6.416666667,165.0,28900.0,20-30
188071,t. oar,26,australia,72,72,central coast mariners,3300.0,3,left,1.0,3.0,lm,2018,5.666666667,146.0,4200.0,20-30
188135,juanfran,29,spain,74,74,cd leganés,4300.0,10,right,2.0,3.0,rb,2016,5.916666667,152.0,4585.060806,20-30
188182,l. balogun,30,nigeria,75,75,brighton & hove albion,4900.0,38,right,1.0,2.0,cb,2018,6.25,194.0,9400.0,20-30
188269,r. gutiérrez,35,chile,72,72,cd palestino,1400.0,3,right,1.0,3.0,st,2017,5.833333333,168.0,1900.0,30-36
188270,b. ecuélé manga,29,gabon,74,74,cardiff city,4400.0,37,right,1.0,2.0,rb,2014,6.083333333,168.0,8700.0,20-30
188272,magno novaes,35,brazil,66,66,as béziers,150.0,1,right,1.0,1.0,gk,2015,6.0,187.0,263.0,30-36
188350,m. reus,29,germany,86,86,borussia dortmund,43500.0,100,right,4.0,4.0,lm,2012,5.916666667,157.0,74000.0,20-30
188377,k. walker,28,england,84,84,manchester city,,165,right,3.0,2.0,rb,2017,6.0,154.0,45300.0,20-30
188490,l. sercombe,28,england,67,67,bristol rovers,750.0,4,right,1.0,3.0,lcm,2017,5.833333333,152.0,1300.0,20-30
188545,r. lewandowski,29,poland,90,90,fc bayern münchen,77000.0,205,right,4.0,4.0,st,2014,6.0,176.0,127100.0,20-30
188567,p. aubameyang,29,gabon,88,88,arsenal,59000.0,265,right,3.0,4.0,lm,2018,6.166666667,176.0,112100.0,20-30
188616,m. sau,30,italy,73,73,cagliari,3900.0,27,right,2.0,4.0,st,2007,5.583333333,143.0,6600.0,20-30
